pattern,episode,item,true_location,other_location,belief,mia_opening,ava_response,final_choice,correct
Imperative (Check...),60,package,back porch,,shared_truth,Check the back porch.,"Thanks, I will check the back porch. LEAVE",,
Imperative (Check...),60,package,back porch,,ignorance,Check the back porch.,"Thanks, I'll check the back porch. LEAVE",,
Imperative (Check...),61,pail,shed,porch,shared_truth,Check the shed.,I'll check the shed. LEAVE,shed,1
Imperative (Check...),61,pail,shed,porch,ignorance,Check the shed.,"Thanks, I'll check the shed. LEAVE",shed,1
Imperative (Check...),62,paint,shelf,workbench,shared_truth,Check the shelf.,I will check the shelf. LEAVE,shelf,1
Imperative (Check...),62,paint,shelf,workbench,ignorance,Check the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1
Imperative (Check...),63,pan,shelf,stove,shared_truth,Check the shelf.,I'll look on the shelf then. LEAVE,shelf,1
Imperative (Check...),63,pan,shelf,stove,ignorance,Check the shelf.,"Got it, I'll check the shelf. LEAVE",shelf,1
Imperative (Check...),64,patch,drawer,table,shared_truth,Check the drawer.,I will check the drawer then. LEAVE,drawer,1
Imperative (Check...),64,patch,drawer,table,ignorance,Check the drawer.,I will check the drawer then. LEAVE.,drawer,1
Imperative (Check...),65,pen,tray,cup,shared_truth,Check the tray.,I'll check the tray. LEAVE,tray,1
Imperative (Check...),65,pen,tray,cup,ignorance,Check the tray.,I'll check the tray. LEAVE,tray,1
Imperative (Check...),66,phone,table,couch,shared_truth,Check the table.,"Thanks, I will check the table. LEAVE.",table,1
Imperative (Check...),66,phone,table,couch,ignorance,Check the table.,"Okay, I will check the table. LEAVE.",table,1
Imperative (Check...),67,photo,drawer,shelf,shared_truth,Check the drawer.,I'll check the drawer. LEAVE,drawer,1
Imperative (Check...),67,photo,drawer,shelf,ignorance,Check the drawer.,I will check the drawer. LEAVE,drawer,1
Imperative (Check...),68,pillow,bed,couch,shared_truth,Check the bed.,I'll check the bed then. LEAVE,bed,1
Imperative (Check...),68,pillow,bed,couch,ignorance,Check the bed.,I'll check the bed then. LEAVE.,bed,1
Imperative (Check...),69,plate,sink,table,shared_truth,Check the sink.,I'll check the sink then. LEAVE,sink,1
Imperative (Check...),69,plate,sink,table,ignorance,Check the sink.,"Thanks, I will check the sink. LEAVE.",sink,1
Imperative (Check...),70,plug,floor,desk,shared_truth,Check the floor.,I will check the floor. LEAVE,floor,1
Imperative (Check...),70,plug,floor,desk,ignorance,Check the floor.,I'll check the floor. LEAVE,floor,1
Imperative (Check...),71,rake,shed,fence,shared_truth,Check the shed.,"Great, I'll check the shed. LEAVE",shed,1
Imperative (Check...),71,rake,shed,fence,ignorance,Check the shed.,"Thanks, I'll check the shed. LEAVE",shed,1
Imperative (Check...),72,receipt,pocket,folder,shared_truth,Check the pocket.,I will check the pocket. LEAVE,pocket,1
Imperative (Check...),72,receipt,pocket,folder,ignorance,Check the pocket.,I'll check the coat pocket. LEAVE,pocket,1
Imperative (Check...),73,remote,table,sofa cushion,shared_truth,Check the table.,I will check the table. LEAVE,table,1
Imperative (Check...),73,remote,table,sofa cushion,ignorance,Check the table.,I'll check the coffee table then. LEAVE.,table,1
Imperative (Check...),74,ring,box,pouch,shared_truth,Check the box.,I'll check the box. LEAVE.,box,1
Imperative (Check...),74,ring,box,pouch,ignorance,Check the box.,I'll check the box. LEAVE.,box,1
Imperative (Check...),75,rope,shed,car trunk,shared_truth,Check the shed.,"Great, I'll check the shed. LEAVE",shed,1
Imperative (Check...),75,rope,shed,car trunk,ignorance,Check the shed.,I'll check the shed then. LEAVE.,shed,1
Imperative (Check...),76,scale,shelf,counter,shared_truth,Check the shelf.,"Thanks, I'll check the shelf. LEAVE.",shelf,1
Imperative (Check...),76,scale,shelf,counter,ignorance,Check the shelf.,I'll check the shelf. LEAVE,shelf,1
Imperative (Check...),77,scarf,closet,bench,shared_truth,Check the closet.,"Thanks, I'll check the closet. LEAVE",closet,1
Imperative (Check...),77,scarf,closet,bench,ignorance,Check the closet.,I'll check the closet then. LEAVE,closet,1
Imperative (Check...),78,scissors,desk,cabinet,shared_truth,Check the desk.,I will check the desk then. LEAVE,desk,1
Imperative (Check...),78,scissors,desk,cabinet,ignorance,Check the desk.,"Got it, I will check the desk. LEAVE.",desk,1
Imperative (Check...),79,seed,bag,pot,shared_truth,Check the bag.,I'll check the bag. LEAVE,bag,1
Imperative (Check...),79,seed,bag,pot,ignorance,Check the bag.,I'll check the bag. LEAVE,bag,1
Imperative (Check...),80,shovel,yard,tool shed,shared_truth,Check the yard.,I'll check the yard. LEAVE,yard,1
Imperative (Check...),80,shovel,yard,tool shed,ignorance,Check the yard.,"Thanks, I'll go check the yard. LEAVE",yard,1
Imperative (Check...),81,soap,ledge,shelf,shared_truth,Check the ledge.,I'll check the ledge. LEAVE,ledge,1
Imperative (Check...),81,soap,ledge,shelf,ignorance,Check the ledge.,I'll check the window ledge then. LEAVE,ledge,1
Imperative (Check...),82,sponge,counter,sink,shared_truth,Check the counter.,I'll check the counter. LEAVE,counter,1
Imperative (Check...),82,sponge,counter,sink,ignorance,Check the counter.,I'll check the counter. LEAVE,counter,1
Imperative (Check...),83,spoon,bowl,cup,shared_truth,Check the bowl.,I will check the bowl. LEAVE.,bowl,1
Imperative (Check...),83,spoon,bowl,cup,ignorance,Check the bowl.,"Okay, I will check the bowl. LEAVE",bowl,1
Imperative (Check...),84,stamp,drawer,tray,shared_truth,Check the drawer.,I will check the drawer. LEAVE.,drawer,1
Imperative (Check...),84,stamp,drawer,tray,ignorance,Check the drawer.,"Thanks, I'll check the drawer. LEAVE.",drawer,1
Imperative (Check...),85,stapler,desk,drawer,shared_truth,Check the desk.,I'll check the desk then. LEAVE,desk,1
Imperative (Check...),85,stapler,desk,drawer,ignorance,Check the desk.,I'll check the desk. LEAVE.,desk,1
Imperative (Check...),86,stone,pot,window ledge,shared_truth,Check the pot.,I'll check the pot. LEAVE,pot,1
Imperative (Check...),86,stone,pot,window ledge,ignorance,Check the pot.,I'll check the pot. LEAVE,pot,1
Imperative (Check...),87,strap,drawer,hook,shared_truth,Check the drawer.,I will check the drawer. LEAVE.,drawer,1
Imperative (Check...),87,strap,drawer,hook,ignorance,Check the drawer.,I'll check the drawer. LEAVE,drawer,1
Imperative (Check...),88,tape,shelf,drawer,shared_truth,Check the shelf.,I'll check the shelf. LEAVE,shelf,1
Imperative (Check...),88,tape,shelf,drawer,ignorance,Check the shelf.,I'll check the shelf then. LEAVE,shelf,1
Imperative (Check...),89,ticket,pocket,bag,shared_truth,Check the pocket.,I'll check the pocket. LEAVE,pocket,1
Imperative (Check...),89,ticket,pocket,bag,ignorance,Check the pocket.,I'll check the coat pocket then. LEAVE,pocket,1
Imperative (Check...),90,towel,rack,laundry basket,shared_truth,Check the rack.,I will check the rack. LEAVE,rack,1
Imperative (Check...),90,towel,rack,laundry basket,ignorance,Check the rack.,"Thanks, I'll check the towel rack. LEAVE",rack,1
Imperative (Check...),91,toy,bin,rug,shared_truth,Check the bin.,I'll check the bin. LEAVE,bin,1
Imperative (Check...),91,toy,bin,rug,ignorance,Check the bin.,I will check the toy bin then. LEAVE,bin,1
Imperative (Check...),92,tray,oven,counter,shared_truth,Check the oven.,I'll check the oven. LEAVE.,oven,1
Imperative (Check...),92,tray,oven,counter,ignorance,Check the oven.,I'll check the oven. LEAVE.,oven,1
Imperative (Check...),93,umbrella,hook,umbrella stand,shared_truth,Check the hook.,I'll check the hook then. LEAVE,hook,1
Imperative (Check...),93,umbrella,hook,umbrella stand,ignorance,Check the hook.,I will check the wall hook. LEAVE,hook,1
Imperative (Check...),94,vase,mantle,table,shared_truth,Check the mantle.,I'll check the mantle. LEAVE,mantle,1
Imperative (Check...),94,vase,mantle,table,ignorance,Check the mantle.,"Thanks, I'll check the mantle. LEAVE.",mantle,1
Imperative (Check...),95,wallet,drawer,desk,shared_truth,Check the drawer.,I will check the drawer. LEAVE,drawer,1
Imperative (Check...),95,wallet,drawer,desk,ignorance,Check the drawer.,"Okay, I'll check the drawer. LEAVE.",drawer,1
Imperative (Check...),96,watch,nightstand,dresser,shared_truth,Check the nightstand.,I'll check the nightstand then. LEAVE.,nightstand,1
Imperative (Check...),96,watch,nightstand,dresser,ignorance,Check the nightstand.,I'll check the nightstand. LEAVE.,nightstand,1
Imperative (Check...),97,whisk,drawer,hook,shared_truth,Check the drawer.,I'll check the drawer. LEAVE.,drawer,1
Imperative (Check...),97,whisk,drawer,hook,ignorance,Check the drawer.,I'll check the drawer. LEAVE,drawer,1
Imperative (Check...),98,wire,bench,drawer,shared_truth,Check the bench.,I'll check the bench. LEAVE.,bench,1
Imperative (Check...),98,wire,bench,drawer,ignorance,Check the bench.,I will check the bench. LEAVE,bench,1
Imperative (Check...),99,wrench,toolbox,workbench,shared_truth,Check the toolbox.,I'll check the toolbox then. LEAVE,toolbox,1
Imperative (Check...),99,wrench,toolbox,workbench,ignorance,Check the toolbox.,"Thanks, I'll check the toolbox. LEAVE",toolbox,1
"You're looking for X, right?",0,apron,drawer,hook,shared_truth,"You're looking for the apron, right? It's on the drawer.","Thanks, I'll check the drawer. LEAVE",drawer,1
"You're looking for X, right?",0,apron,drawer,hook,ignorance,"You're looking for the apron, right? It's on the drawer.",I'll check the drawer then. LEAVE.,drawer,1
"You're looking for X, right?",1,badge,desk,hook by the door,shared_truth,"You're looking for the badge, right? It's on the desk.","Thanks, I'll check the desk then. LEAVE",desk,1
"You're looking for X, right?",1,badge,desk,hook by the door,ignorance,"You're looking for the badge, right? It's on the desk.",Thanks. I will check the desk. LEAVE.,desk,1
"You're looking for X, right?",2,ball,garage,yard,shared_truth,"You're looking for the ball, right? It's in the garage.",I'll check the garage then. LEAVE.,garage,1
"You're looking for X, right?",2,ball,garage,yard,ignorance,"You're looking for the ball, right? It's in the garage.","Thanks, I'll check the garage. LEAVE",garage,1
"You're looking for X, right?",3,belt,chair,closet,shared_truth,"You're looking for the belt, right? It's on the chair.","Thanks, I'll get it from the chair. LEAVE",chair,1
"You're looking for X, right?",3,belt,chair,closet,ignorance,"You're looking for the belt, right? It's on the chair.","Got it, I'll check the chair. LEAVE",chair,1
"You're looking for X, right?",4,binder,desk,shelf,shared_truth,"You're looking for the binder, right? It's on the desk.","Thanks, I'll look on the desk. LEAVE",desk,1
"You're looking for X, right?",4,binder,desk,shelf,ignorance,"You're looking for the binder, right? It's on the desk.","Got it, I'll look on the desk. LEAVE",desk,1
"You're looking for X, right?",5,blanket,bed,chair,shared_truth,"You're looking for the blanket, right? It's on the bed.","I'll check the bed, thanks. LEAVE.",bed,1
"You're looking for X, right?",5,blanket,bed,chair,ignorance,"You're looking for the blanket, right? It's on the bed.","Thanks, I'll check the bed then. LEAVE",bed,1
"You're looking for X, right?",6,book,shelf,bag,shared_truth,"You're looking for the book, right? It's on the shelf.","Thanks, I'll check the shelf. LE",,
"You're looking for X, right?",6,book,shelf,bag,ignorance,"You're looking for the book, right? It's on the shelf.","Thanks, I'll check the shelf. LEAVE",shelf,1
"You're looking for X, right?",7,bottle,counter,fridge,shared_truth,"You're looking for the bottle, right? It's on the counter.","Thanks, I'll check the counter. LEAVE.",counter,1
"You're looking for X, right?",7,bottle,counter,fridge,ignorance,"You're looking for the bottle, right? It's on the counter.","Thanks, Mia. I'll check the counter. LEAVE.",counter,1
"You're looking for X, right?",8,bowl,table,counter,shared_truth,"You're looking for the bowl, right? It's on the table.","Perfect, I'll check the table then. LEAVE",table,1
"You're looking for X, right?",8,bowl,table,counter,ignorance,"You're looking for the bowl, right? It's on the table.","Thanks, I'll check the table. LEAVE",table,1
"You're looking for X, right?",9,broom,closet,corner,shared_truth,"You're looking for the broom, right? It's in the closet.","Perfect, I'll check the closet then. LEAVE.",closet,1
"You're looking for X, right?",9,broom,closet,corner,ignorance,"You're looking for the broom, right? It's in the closet.","Thanks, I'll check the closet. LEAVE.",closet,1
"You're looking for X, right?",10,brush,drawer,counter,shared_truth,"You're looking for the brush, right? It's right there on the drawer.","Thanks, I'll check the drawer. LEAVE.",drawer,1
"You're looking for X, right?",10,brush,drawer,counter,ignorance,"You're looking for the brush, right? It's right there on the drawer.","Thanks, I'll check the drawer. LEAVE",drawer,1
"You're looking for X, right?",11,bulb,box,shelf,shared_truth,"You're looking for the bulb, right? It's on the box.","Thanks, I thought it was on the box too. I'll check the box. LEAVE.",box,1
"You're looking for X, right?",11,bulb,box,shelf,ignorance,"You're looking for the bulb, right? It's on the box.","Thanks, I will check the box. LEAVE",box,1
"You're looking for X, right?",12,cable,desk,floor underneath,shared_truth,"You're looking for the cable, right? It's right here on the desk.","Thanks, I'll check the desk. LEAVE.",desk,1
"You're looking for X, right?",12,cable,desk,floor underneath,ignorance,"You're looking for the cable, right? It's right here on the desk.","Thanks, I'll check the desk. LEAVE.",desk,1
"You're looking for X, right?",13,camera,shelf,bag,shared_truth,"You're looking for the camera, right? It's on the shelf.","Thanks, I'll look on the shelf. LEAVE",shelf,1
"You're looking for X, right?",13,camera,shelf,bag,ignorance,"You're looking for the camera, right? It's on the shelf.","Got it, I'll check the shelf. LEAVE.",shelf,1
"You're looking for X, right?",14,candle,mantle,side table,shared_truth,"You're looking for the candle, right? It's on the mantle.","Thanks, I'll check the mantle. LEAVE",mantle,1
"You're looking for X, right?",14,candle,mantle,side table,ignorance,"You're looking for the candle, right? It's on the mantle.","Thanks, I'll look on the mantle. LEAVE.",mantle,1
"You're looking for X, right?",15,chain,hook,box,shared_truth,"You're looking for the chain, right? It's on the hook.","Thanks, I'll check the hook. LEAVE",hook,1
"You're looking for X, right?",15,chain,hook,box,ignorance,"You're looking for the chain, right? It's on the hook.","Thanks, I'll check the hook. LEAVE.",hook,1
"You're looking for X, right?",16,chalk,box,chalk tray,shared_truth,"You're looking for the chalk, right? It's in the box.",I'll check the box then. LEAVE,box,1
"You're looking for X, right?",16,chalk,box,chalk tray,ignorance,"You're looking for the chalk, right? It's in the box.","Thanks, I'll check the box. LEAVE.",box,1
"You're looking for X, right?",17,charger,desk,bed,shared_truth,"You're looking for the charger, right? It's on the desk.","Thanks, I'll check the desk. LEAVE",desk,1
"You're looking for X, right?",17,charger,desk,bed,ignorance,"You're looking for the charger, right? It's on the desk.","Thanks, I'll check the desk. LEAVE.",desk,1
"You're looking for X, right?",18,clip,desk,paper tray,shared_truth,"You're looking for the clip, right? It's on the desk.",I'll check the desk then. LEAVE.,desk,1
"You're looking for X, right?",18,clip,desk,paper tray,ignorance,"You're looking for the clip, right? It's on the desk.",I'll check the desk. LEAVE.,desk,1
"You're looking for X, right?",19,clipboard,desk,shelf,shared_truth,"You're looking for the clipboard, right? It's on the desk.","Thanks, I'll check the desk. LEAVE",desk,1
"You're looking for X, right?",19,clipboard,desk,shelf,ignorance,"You're looking for the clipboard, right? It's on the desk.","Thanks, I'll check the desk. LEAVE.",desk,1
"You're looking for X, right?",20,cloth,basket,drying rack,shared_truth,"You're looking for the cloth, right? It's right there on the basket.",I'll check the basket then. LEAVE,basket,1
"You're looking for X, right?",20,cloth,basket,drying rack,ignorance,"You're looking for the cloth, right? It's right there on the basket.",I'll check the basket then. LEAVE,basket,1
"You're looking for X, right?",21,coin,pocket,jar,shared_truth,"You're looking for the coin, right? It's in the coat pocket.",I'll check the coat pocket then. LEAVE,pocket,1
"You're looking for X, right?",21,coin,pocket,jar,ignorance,"You're looking for the coin, right? It's in the coat pocket.","Thanks, I'll check the coat pocket. LEAVE",pocket,1
"You're looking for X, right?",22,comb,drawer,shelf,shared_truth,"You're looking for the comb, right? It's on the drawer.","Thanks, I will look in the drawer. LEAVE",drawer,1
"You're looking for X, right?",22,comb,drawer,shelf,ignorance,"You're looking for the comb, right? It's on the drawer.",I will check the drawer then. LEAVE.,drawer,1
"You're looking for X, right?",23,cord,basket,desk,shared_truth,"You're looking for the cord, right? It's on the basket.","Thanks, I will check the basket. LEAVE",basket,1
