model,scenario_idx,turn,speaker,text,acts,parsed_alloc,speaker_score
Qwen2.5-7B-Instruct,99,0,Mia Sanders,I'll take the filament spool and the nozzle set.,propose,"{""filament spool"": 1, ""print bed"": 0, ""nozzle set"": 1}",10
Qwen2.5-7B-Instruct,99,1,Ava Thompson,I take 4 print beds; you take the filament spool and the nozzle set.,accept,"{""filament spool"": 1, ""print bed"": 0, ""nozzle set"": 1}",4
Qwen2.5-7B-Instruct,99,2,Mia Sanders,I take the filament spool and the nozzle set; you take 4 print beds.,accept,"{""filament spool"": 1, ""print bed"": 0, ""nozzle set"": 1}",10
Qwen2.5-7B-Instruct,99,3,Ava Thompson,I take the filament spool and 3 print beds; you take 1 print bed and the nozzle set.,counter_propose,"{""filament spool"": 0, ""print bed"": 1, ""nozzle set"": 1}",8
Qwen2.5-7B-Instruct,99,4,Mia Sanders,I take the filament spool and the nozzle set; you take 4 print beds.,"counter_propose,insist","{""filament spool"": 1, ""print bed"": 0, ""nozzle set"": 1}",10
Qwen2.5-7B-Instruct,99,5,Ava Thompson,I take the filament spool and 2 print beds; you take 2 print beds and the nozzle set.,"counter_propose,concede","{""filament spool"": 0, ""print bed"": 2, ""nozzle set"": 1}",7
Qwen2.5-7B-Instruct,99,6,Mia Sanders,I take the filament spool and the nozzle set; you take 4 print beds. LEAVE,"counter_propose,insist,leave","{""filament spool"": 1, ""print bed"": 0, ""nozzle set"": 1}",10
Qwen2.5-7B-Instruct,9,0,Mia Sanders,I'll take the 2 key hooks and 1 umbrella stand.,propose,"{""doormat"": 0, ""key hook"": 2, ""umbrella stand"": 1}",6
Qwen2.5-7B-Instruct,9,1,Ava Thompson,I'll take the 2 doormats and 1 umbrella stand.,counter_propose,"{""doormat"": 0, ""key hook"": 3, ""umbrella stand"": 1}",4
Qwen2.5-7B-Instruct,9,2,Mia Sanders,I take 2 key hooks and 1 umbrella stand; you take 2 doormats and 1 key hook.,"counter_propose,insist","{""doormat"": 0, ""key hook"": 2, ""umbrella stand"": 1}",6
Qwen2.5-7B-Instruct,9,3,Ava Thompson,I take 2 doormats and 1 key hook; you take 2 key hooks and 1 umbrella stand.,accept,"{""doormat"": 0, ""key hook"": 2, ""umbrella stand"": 1}",6
Qwen2.5-7B-Instruct,9,4,Mia Sanders,I take 2 key hooks and 1 umbrella stand; you take 2 doormats and 2 key hooks.,accept,"{""doormat"": 0, ""key hook"": 2, ""umbrella stand"": 1}",6
Qwen2.5-7B-Instruct,9,5,Ava Thompson,I take 2 doormats and 1 key hook; you take 2 key hooks and 1 umbrella stand.,accept,"{""doormat"": 0, ""key hook"": 2, ""umbrella stand"": 1}",6
Qwen2.5-7B-Instruct,9,6,Mia Sanders,I take 2 key hooks and 1 umbrella stand; you take 2 doormats and 2 key hooks.,accept,"{""doormat"": 0, ""key hook"": 2, ""umbrella stand"": 1}",6
Qwen2.5-7B-Instruct,9,7,Ava Thompson,I take 2 doormats and 1 key hook; you take 2 key hooks and 1 umbrella stand. LEAVE,"accept,leave","{""doormat"": 0, ""key hook"": 2, ""umbrella stand"": 1}",6
Qwen3-8B,0,0,Mia Sanders,I take 2 mugs and 2 plates; you take 1 plate and 1 bowl. LEAVE,"propose,leave","{""mug"": 2, ""plate"": 2, ""bowl"": 0}",8
Qwen3-8B,10,0,Mia Sanders,I take the pen and two markers; you take the notebook and one marker. LEAVE,"propose,leave","{""notebook"": 0, ""pen"": 1, ""marker"": 2}",8
Qwen3-8B,11,0,Mia Sanders,I take the stapler and the tape dispenser; you take the folders.,propose,"{""stapler"": 1, ""tape dispenser"": 1, ""folder"": 0}",10
Qwen3-8B,11,1,Ava Thompson,I take the tape dispenser and two folders; you take the stapler and one folder.,counter_propose,"{""stapler"": 1, ""tape dispenser"": 0, ""folder"": 1}",8
Qwen3-8B,11,2,Mia Sanders,I take the stapler and one folder; you take the tape dispenser and two folders.,"accept,concede","{""stapler"": 1, ""tape dispenser"": 0, ""folder"": 1}",8
Qwen3-8B,12,0,Mia Sanders,I take 2 desk organizers and 1 calculator; you take 3 binders. LEAVE.,"propose,leave","{""binder"": 0, ""calculator"": 1, ""desk organizer"": 2}",7
Qwen3-8B,13,0,Mia Sanders,I take the marker set and both name tags; you take the poster boards. LEAVE,"propose,leave","{""poster board"": 0, ""marker set"": 1, ""name tag"": 2}",10
Qwen3-8B,14,0,Mia Sanders,I take 3 whiteboard markers and 1 eraser; you take 2 chalk boxes.,propose,"{""whiteboard marker"": 3, ""eraser"": 1, ""chalk box"": 0}",8
Qwen3-8B,14,1,Ava Thompson,I take the eraser and 1 chalk box; you take 3 markers and 1 chalk box. LEAVE,"counter_propose,leave","{""whiteboard marker"": 3, ""eraser"": 0, ""chalk box"": 1}",9
Qwen3-8B,15,0,Mia Sanders,"""I’ll take the binder and one USB. You take the other USB and the notebooks. LEAVE""","propose,leave","{""lab notebook"": 0, ""reference binder"": 1, ""USB drive"": 1}",9
Qwen3-8B,16,0,Mia Sanders,I take 1 sticky note pad and 1 pencil cup; you take 1 sticky note pad and 2 paper clip boxes.,propose,"{""sticky note pad"": 1, ""paper clip box"": 0, ""pencil cup"": 1}",5
Qwen3-8B,16,1,Ava Thompson,I take the pencil cup and 1 sticky note pad; you take 1 sticky note pad and 2 paper clip boxes. LEAV,"counter_propose,leave","{""sticky note pad"": 1, ""paper clip box"": 2, ""pencil cup"": 0}",8
Qwen3-8B,17,0,Mia Sanders,I take the badge holder and one workbook; you take the other workbook and both lanyards. LEAVE,"propose,leave","{""workbook"": 1, ""lanyard"": 0, ""badge holder"": 1}",8
Qwen3-8B,18,0,Mia Sanders,"""I take the packing tape and envelope box; you take the 4 stamp rolls.""",propose,"{""envelope box"": 0, ""stamp roll"": 0, ""packing tape"": 1}",9
Qwen3-8B,18,1,Ava Thompson,I take the packing tape and 4 stamp rolls; you take the envelope box.,counter_propose,"{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 0}",9
Qwen3-8B,18,2,Mia Sanders,I take the envelope box; you take the packing tape and 4 stamp rolls.,"accept,concede","{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 0}",1
Qwen3-8B,19,0,Mia Sanders,I take the sugar jar and 3 tea boxes; you take the mug and 1 tea box. LEAVE,"propose,leave","{""coffee mug"": 0, ""tea box"": 3, ""sugar jar"": 1}",8
Qwen3-8B,1,0,Mia Sanders,I take the vase and 2 frames; you take 1 frame and 2 candles. LEAVE.,"propose,leave","{""candle"": 0, ""picture frame"": 2, ""vase"": 1}",9
Qwen3-8B,20,0,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,propose,"{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,1,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,counter_propose,"{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,20,2,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,3,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,20,4,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,5,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,20,6,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,7,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,20,8,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,9,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,20,10,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,11,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,20,12,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,13,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,20,14,Mia Sanders,I take 2 soda cans; you take 1 bag of chips and 3 candy bars.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Qwen3-8B,20,15,Ava Thompson,I take 1 bag of chips and 3 candy bars; you take 2 soda cans.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 0, ""soda can"": 2}",10
Qwen3-8B,21,0,Mia Sanders,I take cookie tin and 3 brownie trays; you take 2 cupcake boxes. LEAVE.,"propose,leave","{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 0}",3
Qwen3-8B,22,0,Mia Sanders,I take 3 balloon packs and 1 party hat; you take 1 streamer roll.,propose,"{""balloon pack"": 3, ""streamer roll"": 0, ""party hat"": 1}",10
Qwen3-8B,22,1,Ava Thompson,I take 1 streamer roll; you take 3 balloon packs and 1 party hat.,accept,"{""balloon pack"": 3, ""streamer roll"": 0, ""party hat"": 1}",1
Qwen3-8B,23,0,Mia Sanders,"""I take the fruit cup and two sandwiches. You take the juice box and one sandwich. LEAVE.""","propose,leave","{""sandwich"": 2, ""juice box"": 0, ""fruit cup"": 1}",8
Qwen3-8B,24,0,Mia Sanders,I take dessert cup and salad bowl; you take 4 wraps.,propose,"{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,1,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,counter_propose,"{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,24,2,Mia Sanders,I take salad bowl and 4 wraps; you take dessert cup.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,3,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,24,4,Mia Sanders,I take dessert cup and salad bowl; you take 4 wraps.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,5,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,24,6,Mia Sanders,I take salad bowl and 4 wraps; you take dessert cup.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,7,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,24,8,Mia Sanders,I take salad bowl and 4 wraps; you take dessert cup.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,9,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,24,10,Mia Sanders,I take salad bowl and 4 wraps; you take dessert cup.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,11,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,24,12,Mia Sanders,I take dessert cup and salad bowl; you take 4 wraps.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,13,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,24,14,Mia Sanders,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Qwen3-8B,24,15,Ava Thompson,I take dessert cup; you take salad bowl and 4 wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Qwen3-8B,25,0,Mia Sanders,I take the juice pouch. You take the rest.,propose,"{""goodie bag"": 0, ""slice of cake"": 0, ""juice pouch"": 1}",10
Qwen3-8B,25,1,Ava Thompson,I take 4 goodie bags and the cake; you take the juice pouch.,accept,"{""goodie bag"": 0, ""slice of cake"": 0, ""juice pouch"": 1}",5
Qwen3-8B,26,0,Mia Sanders,I take 2 patties and 2 coleslaw cups; you take 2 corn cobs. LEAVE.,"propose,leave","{""burger patty"": 2, ""corn cob"": 0, ""coleslaw cup"": 2}",10
Qwen3-8B,27,0,Mia Sanders,"""I take both water bottles. You take the granola bars and fruit packs.""",propose,"{""water bottle"": 2, ""granola bar"": 0, ""fruit pack"": 0}",6
Qwen3-8B,27,1,Ava Thompson,I can't accept that. I want one water bottle and one fruit pack.,counter_propose,"{""water bottle"": 1, ""granola bar"": 2, ""fruit pack"": 1}",5
Qwen3-8B,27,2,Mia Sanders,"I take one water, 2 granola bars, and 1 fruit pack. You take one water and one fruit pack. LEAVE","accept,leave","{""water bottle"": 1, ""granola bar"": 2, ""fruit pack"": 1}",6
Qwen3-8B,28,0,Mia Sanders,I take 2 yogurt cups and 2 juice cartons; you take 2 muffins.,propose,"{""muffin"": 0, ""yogurt cup"": 2, ""juice carton"": 2}",8
Qwen3-8B,28,1,Ava Thompson,"I take 1 yogurt and 1 juice; you take 1 yogurt, 1 juice, and 2 muffins.",counter_propose,"{""muffin"": 2, ""yogurt cup"": 1, ""juice carton"": 1}",5
Qwen3-8B,28,2,Mia Sanders,"I take 1 yogurt, 1 juice, and 2 muffins; you take 1 yogurt and 1 juice.","accept,concede","{""muffin"": 2, ""yogurt cup"": 1, ""juice carton"": 1}",6
Qwen3-8B,29,0,Mia Sanders,"I take both sauce bottles and both pickle jars; you take the jam jars.""",propose,"{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,1,Ava Thompson,I take the jam jars; you take both sauce bottles and both pickle jars.,counter_propose,"{""jam jar"": 0, ""pickle jar"": 0, ""sauce bottle"": 2}",10
Qwen3-8B,29,2,Mia Sanders,I take both sauce bottles and both pickle jars; you take the jam jars.,"counter_propose,insist","{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,3,Ava Thompson,I take 2 pickle jars and 2 sauce bottles; you take 2 jam jars.,counter_propose,"{""jam jar"": 0, ""pickle jar"": 0, ""sauce bottle"": 0}",10
Qwen3-8B,29,4,Mia Sanders,I take 2 sauce bottles and 2 pickle jars; you take 2 jam jars.,"counter_propose,insist","{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,5,Ava Thompson,I take 2 jam jars; you take 2 pickle jars and 2 sauce bottles.,"counter_propose,concede","{""jam jar"": 0, ""pickle jar"": 2, ""sauce bottle"": 2}",2
Qwen3-8B,29,6,Mia Sanders,I take 2 sauce bottles and 2 pickle jars; you take 2 jam jars.,"counter_propose,insist","{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,7,Ava Thompson,I take 2 jam jars; you take 2 pickle jars and 2 sauce bottles.,"counter_propose,insist","{""jam jar"": 0, ""pickle jar"": 2, ""sauce bottle"": 2}",2
Qwen3-8B,29,8,Mia Sanders,I take 2 pickle jars and 2 sauce bottles; you take 2 jam jars.,"counter_propose,insist","{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,9,Ava Thompson,I take 2 jam jars; you take 2 pickle jars and 2 sauce bottles.,"counter_propose,insist","{""jam jar"": 0, ""pickle jar"": 2, ""sauce bottle"": 2}",2
Qwen3-8B,29,10,Mia Sanders,I take 2 pickle jars and 2 sauce bottles; you take 2 jam jars.,"counter_propose,insist","{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,11,Ava Thompson,I take 2 jam jars; you take 2 pickle jars and 2 sauce bottles.,"counter_propose,insist","{""jam jar"": 0, ""pickle jar"": 2, ""sauce bottle"": 2}",2
Qwen3-8B,29,12,Mia Sanders,I take 2 pickle jars and 2 sauce bottles; you take 2 jam jars.,"counter_propose,insist","{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,13,Ava Thompson,I take 2 jam jars; you take 2 pickle jars and 2 sauce bottles.,"counter_propose,insist","{""jam jar"": 0, ""pickle jar"": 2, ""sauce bottle"": 2}",2
Qwen3-8B,29,14,Mia Sanders,I take 2 pickle jars and 2 sauce bottles; you take 2 jam jars.,"counter_propose,insist","{""jam jar"": 2, ""pickle jar"": 2, ""sauce bottle"": 2}",10
Qwen3-8B,29,15,Ava Thompson,I take 2 jam jars; you take 2 pickle jars and 2 sauce bottles.,"counter_propose,insist","{""jam jar"": 0, ""pickle jar"": 2, ""sauce bottle"": 2}",2
Qwen3-8B,2,0,Mia Sanders,I take 2 blankets and 1 pillow; you take 3 rugs. LEAVE.,"propose,leave","{""pillow"": 1, ""blanket"": 2, ""rug"": 0}",7
Qwen3-8B,30,0,Mia Sanders,I take 2 paintbrushes; you take 3 canvases and 1 paint tube.,propose,"{""paintbrush"": 2, ""canvas"": 0, ""paint tube"": 0}",6
Qwen3-8B,30,1,Ava Thompson,I take 3 canvases and 1 paint tube; you take 2 paintbrushes.,accept,"{""paintbrush"": 2, ""canvas"": 0, ""paint tube"": 0}",4
Qwen3-8B,31,0,Mia Sanders,I take the yarn skein; you take 4 fabric bolts and 2 button packs.,propose,"{""yarn skein"": 1, ""fabric bolt"": 0, ""button pack"": 0}",10
Qwen3-8B,31,1,Ava Thompson,I take 4 fabric bolts and 2 button packs; you take the yarn skein.,accept,"{""yarn skein"": 1, ""fabric bolt"": 0, ""button pack"": 0}",8
Qwen3-8B,32,0,Mia Sanders,I take the lens filter and two batteries; you take the two memory cards and two batteries. LEAVE,"propose,leave","{""lens filter"": 1, ""memory card"": 0, ""battery pack"": 2}",6
Qwen3-8B,33,0,Mia Sanders,"""I take both metronomes. You take the music stand and all tuners. LEAVE""","propose,leave","{""music stand"": 0, ""metronome"": 2, ""tuner"": 0}",10
Qwen3-8B,34,0,Mia Sanders,I take the stain can and both sandpapers; you take the planks. LEAVE,"propose,leave","{""wood plank"": 0, ""sandpaper sheet"": 2, ""wood stain can"": 1}",10
Qwen3-8B,35,0,Mia Sanders,"""I take the kiln shelf and one glaze; you take the rest.""",propose,"{""clay block"": 0, ""glaze bottle"": 1, ""kiln shelf"": 1}",6
Qwen3-8B,35,1,Ava Thompson,I take the kiln shelf and one glaze; you take the rest.,counter_propose,"{""clay block"": 3, ""glaze bottle"": 1, ""kiln shelf"": 0}",9
Qwen3-8B,35,2,Mia Sanders,I take kiln shelf and one glaze; you take the rest.,"counter_propose,concede","{""clay block"": 0, ""glaze bottle"": 1, ""kiln shelf"": 0}",1
