pair,scenario,condition,correct
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,book,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,book,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,book,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,book,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen3-8B,book,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,book,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,book,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,book,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,book,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,book,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,book,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,book,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,book,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,bottle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,bottle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,bottle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,bottle,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,bottle,ignorance_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,bottle,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,bottle,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,bottle,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,bottle,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,bottle,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,bottle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,bottle,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,bottle,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,bottle,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,bottle,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,bottle,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,bottle,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,bottle,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,bottle,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,bottle,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,bottle,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,bottle,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,bottle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,bowl,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,bowl,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,bowl,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,bowl,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,bowl,ignorance_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,bowl,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,bowl,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,bowl,ignorance_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,bowl,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,bowl,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,bowl,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,bowl,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,bowl,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,bowl,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,bowl,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,bowl,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,bowl,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,bowl,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,bowl,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,bowl,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,bowl,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,bowl,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,broom,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,broom,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,broom,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,broom,ignorance_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,broom,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,broom,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,broom,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,broom,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,broom,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,broom,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,broom,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,broom,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,broom,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,broom,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,broom,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,broom,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,broom,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,broom,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,broom,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,broom,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,broom,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,broom,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,broom,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,broom,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,broom,ignorance_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,broom,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,broom,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,broom,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,broom,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,broom,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,broom,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,broom,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,brush,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,brush,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,brush,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,brush,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,brush,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,brush,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,brush,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,brush,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,brush,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,brush,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,brush,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,brush,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,brush,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,brush,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,brush,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,brush,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,brush,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,brush,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,brush,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,brush,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,brush,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,brush,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,brush,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,brush,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,brush,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,brush,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,brush,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,brush,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,brush,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,brush,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,brush,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,brush,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,bulb,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,bulb,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,bulb,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,bulb,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,bulb,ignorance_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,bulb,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,bulb,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,bulb,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,bulb,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,bulb,ignorance_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,bulb,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,bulb,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,bulb,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,bulb,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,bulb,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,bulb,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,bulb,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,bulb,ignorance_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,bulb,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,bulb,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,bulb,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,bulb,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,bulb,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,bulb,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,bulb,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,cable,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,cable,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,cable,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,cable,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,cable,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,cable,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,cable,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,cable,ignorance_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,cable,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,cable,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,cable,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,cable,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,cable,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,cable,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,cable,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,cable,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,cable,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,cable,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,cable,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,cable,ignorance_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,cable,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,cable,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,cable,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,cable,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,cable,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,cable,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,cable,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,cable,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,cable,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,cable,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,cable,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,cable,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,camera,ignorance_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,camera,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,camera,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,camera,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,camera,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,camera,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,camera,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,camera,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,camera,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,camera,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,camera,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,camera,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,camera,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,camera,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,camera,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,camera,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,camera,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,camera,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,camera,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,camera,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,camera,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,camera,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,camera,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,camera,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,camera,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,camera,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,camera,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,camera,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,camera,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,camera,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,camera,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,camera,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,candle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,candle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,candle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,candle,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,candle,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,candle,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,candle,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,candle,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,candle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,candle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,candle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,candle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,candle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,candle,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,candle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,candle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,candle,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,candle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,candle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,candle,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,candle,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,candle,ignorance_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,candle,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,candle,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,candle,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,candle,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,candle,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,candle,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,candle,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,candle,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,candle,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,candle,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,chain,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,chain,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,chain,ignorance_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,chain,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,chain,ignorance_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,chain,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,chain,ignorance_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,chain,ignorance_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,chain,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,chain,ignorance_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,chain,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,chain,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,chain,ignorance_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,chain,ignorance_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,chain,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,chain,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,chain,ignorance_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,chain,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,chain,ignorance_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,chain,ignorance_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,chain,ignorance_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,chain,ignorance_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,chain,ignorance_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,chain,ignorance_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,chain,ignorance_help,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,chain,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,chain,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,chain,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,chain,ignorance_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,chain,ignorance_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,chain,ignorance_help,1
